FID,alue_id,liikennemerkki_idt,liikennemerkkityypit,liikennemerkkien_nimet,liikennemerkkien_tekstit,pyspaikkojen_lukumaara_arvio,pysakointisuunta,pyspaikan_vaatima_noin_pituus,aluepysakointitunnus,lisatieto,keskilinjan_noin_pituus,ylre_katualue_nro,ylre_viheralue_nro,ylre_osa_nro,datanomistaja,paivitetty_tietopalveluun,geom
liikennemerkkipilotti_pysakointipaikat.3719,3719,"18410, 18408, 18396, 18397, 18425","551, 372, 855a, Unclassified, Unclassified","Yksisuuntainen tie, Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, no_text, 9-21 (9-18), 60min, no_text",3,Pitkittäin,5.4,C,,20.75,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672436.10012339 25497143.9093077, 6672435.14964493 25497123.3095687, 6672433.2396628 25497123.3982791, 6672434.24408459 25497144.0163192, 6672436.10012339 25497143.9093077))"
liikennemerkkipilotti_pysakointipaikat.1440,1440,"5054, 5055, 5056","531, 872, Unclassified","Paikallisliikenteen linja-auton pysäkki, Tekstillinen lisäkilpi ""Huoltoajo sallittu"", Luokittelematon","no_text, unreadable, no_text",,,,,,38.21,654,,28,Helsinki/MAKA,2018-11-20,"POLYGON ((6673219.944643 25496929.659267, 6673182.36891 25496931.700863, 6673181.537004 25496931.743486, 6673179.597047 25496934.787659, 6673220.109523 25496932.654697, 6673219.944643 25496929.659267))"
liikennemerkkipilotti_pysakointipaikat.3613,3613,"15700, 15686, 4175, 15578","Unclassified, Unclassified, Unclassified, Unclassified","Luokittelematon, Luokittelematon, Luokittelematon, Luokittelematon","no_text, no_text, no_text, no_text",8,Poikittain,3.5,,,29.65,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672453.163081 25497387.292169, 6672453.46142364 25497392.538933, 6672486.44330636 25497390.776006, 6672486.145138 25497385.271847, 6672453.163081 25497387.292169))"
liikennemerkkipilotti_pysakointipaikat.4046,4046,"4130, 13478, 13212, 13533, 13534","Unclassified, 551, 372, 855a, Unclassified","Luokittelematon, Yksisuuntainen tie, Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, no_text, no_text, 9-21, no_text",15,Pitkittäin,5.4,C,,84.7,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671987.51572763 25497541.7123136, 6671989.29664288 25497541.020881, 6671976.29394618 25497503.0719994, 6671974.56930928 25497503.7573239, 6671987.51572763 25497541.7123136)), ((6671973.38925741 25497500.3279056, 6671975.0521156 25497499.7848008, 6671960.58844174 25497457.9643296, 6671958.8581756 25497458.5169468, 6671973.38925741 25497500.3279056)))"
liikennemerkkipilotti_pysakointipaikat.4491,4491,"10785, 10778, 10816, 10733","Unclassified, 372, 855a, Unclassified","Luokittelematon, Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, no_text, 9-21, no_text",19,Pitkittäin,5.4,F,"Moottorikäyttöisillä ajoneuvoilla ajo kielletty 22-6 (22-6) 22-6, Ei koske huoltoajoa, tontilleajoa, asukaspysäköintitunnuksella F, Gäller ej servicekörning, tomtinfart, med boendeparkeringstecknet F",106.77,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673154.125136 25495364.715954, 6673169.8782178 25495470.9546613, 6673172.37592536 25495470.6116917, 6673156.88865798 25495364.2845615, 6673154.125136 25495364.715954))"
liikennemerkkipilotti_pysakointipaikat.1235,1235,"17957, 17950","677, 856b","Pysäköinti, Pysäköintikiekon käyttövelvollisuus","no_text, 2h 8-20",,,,,,51.28,7965,,22,Helsinki/MAKA,2018-11-20,"POLYGON ((6671769.558146 25494815.352778, 6671767.91754 25494816.496657, 6671797.267506 25494858.544529, 6671798.907483 25494857.399804, 6671769.558146 25494815.352778))"
liikennemerkkipilotti_pysakointipaikat.2675,2675,"10631, 10635, 10636","372, 856a, Unclassified","Pysäköinti kielletty, Pysäköintikiekon käyttövelvollisuus, Luokittelematon","no_text, 4h 8-20, no_text",,,,N,,151.75,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6670830.4739072 25493400.6920859, 6670804.72566437 25493406.2558798, 6670799.17836848 25493407.432072, 6670799.58603041 25493409.4103121, 6670830.70718567 25493402.419328, 6670830.4739072 25493400.6920859)), ((6670791.96756541 25493408.9609772, 6670773.30498333 25493412.9180011, 6670735.52665613 25493420.9435465, 6670736.01881565 25493423.1667648, 6670792.454099 25493410.8761637, 6670791.96756541 25493408.9609772)), ((6670718.18705326 25493424.6132445, 6670696.97214491 25493429.1022393, 6670697.3992661 25493431.1161904, 6670718.59773417 25493426.4931202, 6670718.18705326 25493424.6132445)), ((6670693.39290021 25493429.8594755, 6670653.73497058 25493438.2459897, 6670654.21302529 25493440.4750885, 6670693.79101621 25493431.8491161, 6670693.39290021 25493429.8594755)))"
liikennemerkkipilotti_pysakointipaikat.4485,4485,"6589, 6590, 6554, 6592","363_30, 372, 855a, Unclassified","N/A, Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, no_text, 9-21, no_text",13,Pitkittäin,5.4,F,,75.01,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673154.61714466 25495771.6215836, 6673080.19010462 25495763.6955112, 6673079.89363288 25495765.4559016, 6673154.38422283 25495773.5882812, 6673154.61714466 25495771.6215836))"
liikennemerkkipilotti_pysakointipaikat.4126,4126,"10382, 10307, 10381, 10383","551, 372, 855a, Unclassified","Yksisuuntainen tie, Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, no_text, 9-21, no_text",11,Pitkittäin,5.4,C,,65.51,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671726.69202866 25497658.4098276, 6671717.629025 25497662.896698, 6671714.696141 25497664.491154, 6671711.936322 25497666.861809, 6671708.83667758 25497670.2959863, 6671707.05279704 25497672.6881143, 6671708.63836539 25497673.7689177, 6671711.03071548 25497670.4817191, 6671712.18025435 25497669.439691, 6671716.1076111 25497665.879641, 6671727.53975735 25497660.254879, 6671726.69202866 25497658.4098276)), ((6671701.452772 25497680.725548, 6671682.30896175 25497708.5491184, 6671677.38355627 25497713.9915117, 6671679.03531573 25497715.2789312, 6671683.78349149 25497709.6541691, 6671702.70314567 25497681.6764566, 6671701.452772 25497680.725548)))"
liikennemerkkipilotti_pysakointipaikat.4688,4688,"18448, 18447, 18415","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","9-21, 9-21, no_text",17,Pitkittäin,5.4,F,,97.92,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6673823.33283532 25496027.9751076, 6673814.03331036 25496032.2459804, 6673801.14646896 25496038.1643537, 6673801.97206271 25496040.3952986, 6673824.04845841 25496030.2018608, 6673823.33283532 25496027.9751076)), ((6673796.52495543 25496040.2868165, 6673787.34083671 25496044.5046882, 6673778.47228411 25496048.5776339, 6673771.83611569 25496051.6253413, 6673765.24507594 25496054.6523231, 6673755.153171 25496059.287102, 6673728.34690091 25496069.8855453, 6673729.26638201 25496072.2145934, 6673754.77813519 25496061.6832516, 6673767.1679491 25496056.5020567, 6673797.63562785 25496042.5916747, 6673796.52495543 25496040.2868165)))"
liikennemerkkipilotti_pysakointipaikat.4328,4328,"16259, 16265, 16254","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",4,Pitkittäin,5.4,H,,23.96,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6674252.158084 25495865.006966, 6674236.54285266 25495846.5665669, 6674234.83230425 25495848.0150502, 6674250.49458868 25495866.5110154, 6674252.158084 25495865.006966))"
liikennemerkkipilotti_pysakointipaikat.4687,4687,"18823, 18826","371, 872","Pysäyttäminen kielletty, Tekstillinen lisäkilpi ""Huoltoajo sallittu""","no_text, Ei koske City Car Clubin autoja, Gäller ej City Car Clubs bilar",1,Pitkittäin,5.4,,,10.73,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673812.65136062 25496045.0773874, 6673822.2995771 25496040.4500591, 6673821.45786095 25496038.4241918, 6673811.89582119 25496043.4056541, 6673812.65136062 25496045.0773874))"
liikennemerkkipilotti_pysakointipaikat.4334,4334,"16220, 16193, 16195","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",2,Pitkittäin,5.4,H,,14.34,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6674283.56358078 25495903.1069792, 6674274.29094522 25495891.8172493, 6674272.54103152 25495893.2545124, 6674281.80093509 25495904.5522907, 6674283.56358078 25495903.1069792))"
liikennemerkkipilotti_pysakointipaikat.3638,3638,"2586, 2582, 2566, 2567","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",14,Pitkittäin,5.4,A,,76.79,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672440.35382951 25495873.0431834, 6672376.41389288 25495916.2072049, 6672377.7441825 25495918.1777959, 6672441.72803305 25495874.9841294, 6672440.35382951 25495873.0431834))"
liikennemerkkipilotti_pysakointipaikat.3226,3226,"2704, 2707","521, 856b","Pysäköintipaikka, Pysäköintikiekon käyttövelvollisuus","no_text, 30 min 8-18 (9-15)",7,Pitkittäin,5.4,,,38.03,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672249.79191455 25495300.7737785, 6672211.77905231 25495303.3601517, 6672211.89383007 25495305.446715, 6672249.87987316 25495302.7962804, 6672249.79191455 25495300.7737785))"
liikennemerkkipilotti_pysakointipaikat.2765,2765,"9988, 10022, 9992","372, 856a, Unclassified","Pysäköinti kielletty, Pysäköintikiekon käyttövelvollisuus, Luokittelematon","no_text, 4h 8-20, no_text",,,,N,,270.09,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671200.97490697 25493321.1612768, 6671172.891876 25493327.078242, 6671173.45055797 25493330.1352475, 6671201.58363082 25493324.0463259, 6671200.97490697 25493321.1612768)), ((6671161.983255 25493329.360201, 6671126.419904 25493337.056455, 6671127.05072038 25493340.0015556, 6671162.56942959 25493332.5031614, 6671161.983255 25493329.360201)), ((6671113.41887828 25493339.8315143, 6671056.204155 25493352.062562, 6671056.68984879 25493354.8855861, 6671113.97081476 25493342.5386063, 6671113.41887828 25493339.8315143)), ((6671049.727732 25493353.467723, 6671025.74012 25493358.672207, 6671026.3016198 25493361.5382968, 6671050.3754116 25493356.4641954, 6671049.727732 25493353.467723)), ((6671013.58882 25493361.30862, 6670985.816474 25493367.1778793, 6670986.44173501 25493370.2206479, 6671014.18015554 25493364.3572419, 6671013.58882 25493361.30862)), ((6670976.88486508 25493369.1373334, 6670958.1356833 25493373.0775789, 6670958.81607229 25493376.2531906, 6670977.47748935 25493372.4194251, 6670976.88486508 25493369.1373334)), ((6670949.33591359 25493374.9157708, 6670905.905963 25493384.125889, 6670906.44007092 25493386.8524244, 6670949.96458443 25493377.9445577, 6670949.33591359 25493374.9157708)), ((6670899.85213607 25493385.4256816, 6670862.46473904 25493393.4497651, 6670862.97193631 25493396.3804591, 6670900.40752825 25493388.3746548, 6670899.85213607 25493385.4256816)))"
liikennemerkkipilotti_pysakointipaikat.3853,3853,"2287, 2293","372, 851","Pysäköinti kielletty, Voimassaoloaika","no_text, 8-17",7,Pitkittäin,5.4,,,42.47,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672335.93795015 25496446.3328142, 6672344.10018665 25496458.0128202, 6672346.03349519 25496456.661783, 6672337.84319589 25496445.0013879, 6672335.93795015 25496446.3328142)), ((6672347.38244604 25496462.7096712, 6672363.9719819 25496486.4489832, 6672365.90695859 25496485.0967804, 6672349.36347769 25496461.4233722, 6672347.38244604 25496462.7096712)))"
liikennemerkkipilotti_pysakointipaikat.3895,3895,"13367, 13382, 13406, 13388","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21 (9-18), no_text, no_text",4,Pitkittäin,5.4,A,,30.34,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672815.04720332 25496512.7343156, 6672816.36218981 25496514.6469101, 6672824.14375635 25496509.3058766, 6672822.82451686 25496507.3870963, 6672815.04720332 25496512.7343156)), ((6672826.3510919 25496504.9624325, 6672827.6038315 25496506.9049268, 6672845.3836946 25496494.6805478, 6672844.0747293 25496492.7767109, 6672826.3510919 25496504.9624325)))"
liikennemerkkipilotti_pysakointipaikat.4254,4254,"16633, 16632, 16631, 16583, 16635","521, 855a, Unclassified, 521c, 826","Pysäköintipaikka, Maksullinen pysäköinti, Luokittelematon, N/A, Vaikutusalue nuolen suuntaan","no_text, 9-21, no_text, no_text, no_text",11,Poikittain,3.5,F/H,,40.12,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673864.33219487 25495984.5460655, 6673868.79500173 25495986.1324453, 6673859.78422798 25495944.2323473, 6673854.87218967 25495942.1201754, 6673864.33219487 25495984.5460655))"
liikennemerkkipilotti_pysakointipaikat.3188,3188,"17992, 18037","677, 856b","Pysäköinti, Pysäköintikiekon käyttövelvollisuus","no_text, 4h 9-19",7,Pitkittäin,5.4,,,40.99,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672098.75231441 25494837.3929812, 6672059.05026752 25494849.7715086, 6672059.83533792 25494852.2473666, 6672099.46970052 25494839.8369625, 6672098.75231441 25494837.3929812))"
liikennemerkkipilotti_pysakointipaikat.3295,3295,"1875, 1845, 1876, 1887, 1859, 1861","677, 677, 856b, 826, 856b, 826","Pysäköinti, Pysäköinti, Pysäköintikiekon käyttövelvollisuus, Vaikutusalue nuolen suuntaan, Pysäköintikiekon käyttövelvollisuus, Vaikutusalue nuolen suuntaan","no_text, no_text, 2h 8-20, no_text, 2h 8-20, no_text",7,Poikittain,3.5,,,49.28,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671820.59328026 25495068.57644, 6671818.55038284 25495070.0704605, 6671822.19253363 25495075.4085746, 6671824.28206577 25495073.9829042, 6671820.59328026 25495068.57644)), ((6671820.0301069 25495076.967723, 6671816.36948006 25495071.5612588, 6671811.49235939 25495074.8634759, 6671815.18662118 25495080.3196164, 6671820.0301069 25495076.967723)), ((6671808.99190906 25495084.7113567, 6671813.46050939 25495081.5446775, 6671809.91115188 25495076.2343985, 6671805.35944089 25495079.2767338, 6671808.99190906 25495084.7113567)), ((6671806.99264363 25495086.0066554, 6671803.30385813 25495080.7128259, 6671798.41726172 25495084.1178478, 6671802.17686516 25495089.5133093, 6671806.99264363 25495086.0066554)), ((6671800.37535666 25495090.793629, 6671796.51761914 25495085.5561168, 6671791.25507991 25495089.4322881, 6671795.05549172 25495094.5919713, 6671800.37535666 25495090.793629)), ((6671793.27937233 25495095.7213959, 6671789.39347615 25495090.4698043, 6671784.52504436 25495093.8264599, 6671788.13221805 25495099.234284, 6671793.27937233 25495095.7213959)), ((6671786.39457801 25495100.4942901, 6671782.71987184 25495095.1159845, 6671778.26010833 25495098.1631004, 6671781.95412841 25495103.5696739, 6671786.39457801 25495100.4942901)), ((6671776.32785421 25495099.5791334, 6671771.72478288 25495102.8646984, 6671775.41650976 25495108.1226124, 6671780.04479838 25495104.872963, 6671776.32785421 25495099.5791334)), ((6671773.68093942 25495109.2797945, 6671770.1250142 25495104.0628931, 6671765.24483954 25495107.3819744, 6671768.79541053 25495112.6025174, 6671773.68093942 25495109.2797945)), ((6671766.52863775 25495114.1371648, 6671762.92432825 25495108.9841285, 6671741.08346421 25495124.2607985, 6671744.83484266 25495129.6240973, 6671766.52863775 25495114.1371648)))"
liikennemerkkipilotti_pysakointipaikat.3620,3620,"3392, 3394, 3396","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",10,Pitkittäin,5.4,A,,64.41,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672297.50929479 25495815.793104, 6672320.19463362 25495800.3024032, 6672327.42259002 25495795.3667876, 6672326.14658996 25495793.4981509, 6672296.33721065 25495813.8535082, 6672297.50929479 25495815.793104)), ((6672333.03373338 25495791.5352141, 6672346.10408175 25495782.6509848, 6672344.76752435 25495780.6846611, 6672331.55477293 25495789.6656852, 6672333.03373338 25495791.5352141)), ((6672352.49345485 25495778.319843, 6672363.52283673 25495770.8433948, 6672362.21104531 25495768.9082181, 6672351.14361161 25495776.4104603, 6672352.49345485 25495778.319843)))"
liikennemerkkipilotti_pysakointipaikat.3440,3440,"3437, 3438, 3451, 3439","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",6,Pitkittäin,5.4,A,,34.6,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672276.94615624 25495706.9269274, 6672311.78743535 25495702.71746, 6672311.5122903 25495700.3170368, 6672309.80117 25495700.439288, 6672276.67146992 25495704.4419641, 6672276.94615624 25495706.9269274))"
liikennemerkkipilotti_pysakointipaikat.3712,3712,"18380, 18382, 18451, 18452, 18450","372, 855a, Unclassified, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon, Luokittelematon","no_text, 9-21 (9-18), 60min, no_text, no_text",3,Pitkittäin,5.4,C,,20.22,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672424.434982 25497118.898723, 6672425.3621778 25497138.9936662, 6672427.21313202 25497138.8481125, 6672426.29909784 25497118.8127114, 6672424.434982 25497118.898723))"
liikennemerkkipilotti_pysakointipaikat.3124,3124,"1241, 1246, 1248, 2933, 1251, 1230, 2934, 2992, 2961","677, 855b, Unclassified, 677, 828, Unclassified, 855b, Unclassified, Unclassified","Pysäköinti, Maksullinen pysäköinti, Luokittelematon, Pysäköinti, N/A, Luokittelematon, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-20, 4h, no_text, no_text, no_text, 9-19, 4h, no_text",13,Pitkittäin,5.4,,,71.96,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672045.11334723 25494626.7421368, 6672066.99883464 25494695.6595328, 6672069.20832907 25494695.0207254, 6672047.53064426 25494625.8438222, 6672045.11334723 25494626.7421368))"
liikennemerkkipilotti_pysakointipaikat.3040,3040,"16105, 16138, 16117, 16118","677, 832, 833, 854","Pysäköinti, N/A, N/A, N/A","no_text, no_text, no_text, 24 h 0-24",,,,,,72.41,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672062.9985209 25492870.2479634, 6672065.43293432 25492858.2642189, 6672077.5747571 25492798.4943779, 6672074.83294366 25492797.9462576, 6672059.94891313 25492869.8857385, 6672062.9985209 25492870.2479634))"
liikennemerkkipilotti_pysakointipaikat.4042,4042,"790, 791, 792, 793","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",4,Pitkittäin,5.4,B,,26.51,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672025.483547 25496554.217371, 6672040.75809886 25496576.3001692, 6672042.68831364 25496574.9650502, 6672027.41206648 25496552.8798009, 6672025.483547 25496554.217371))"
liikennemerkkipilotti_pysakointipaikat.4313,4313,"10490, 10491, 10492, 10493","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",8,Pitkittäin,5.4,B,,46.6,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671494.44880418 25496677.3719349, 6671494.03451759 25496679.3456841, 6671501.33940338 25496681.0623322, 6671503.55336539 25496681.4325572, 6671512.2236832 25496682.5233094, 6671514.23252679 25496682.578096, 6671524.56894018 25496683.1442247, 6671533.00608326 25496682.7789804, 6671536.36402633 25496682.5561494, 6671540.31096905 25496682.0119674, 6671540.11928473 25496680.5455883, 6671536.069817 25496681.013359, 6671524.34627522 25496681.532258, 6671512.629837 25496680.872134, 6671504.06696518 25496679.6147721, 6671494.44880418 25496677.3719349))"
